Date;Description;Distance (km);Time;Time (seconds);Speed (km/h);Best 250m (km/h);Best 500m (km/h);Best 1000m (km/h);Best 5km (km/h);Best 10km (km/h);Best 20km (km/h);Best 50km (km/h);Best 100km (km/h);Best 30 min (km/h);Best 1 h (km/h);Best 2 h (km/h);Best 3 h (km/h);Best 4 h (km/h);Best 5 h (km/h);Max gradient for 250 m (%);Max gradient for 500 m (%);Max gradient for 1000 m (%);Max gradient for 5 km (%);Max gradient for 10 km (%);Max gradient for 20 km (%)
mar. 18 juillet 2017 - 07:53;Ghisoni - Bocca di Verde (1289 m);41,87;02h 55m 53s;10553;14,28;56,25;45,00;43,37;36,73;34,09;18,27;;;22,84;17,08;14,60;;;;15,76;10,78;9,43;5,17;4,58;2,41
sam. 15 juillet 2017 - 07:14;Ghisoni - Bocca di Sorba (1311 m);28,17;02h 35m 24s;9324;10,88;52,94;50,00;48,00;43,27;19,58;11,93;;;19,35;15,48;11,45;;;;22,36;13,58;10,14;6,46;5,94;1,73
ven. 14 juillet 2017 - 18:25;Petite balade;3,72;19m 28s;1168;11,48;45,00;40,91;35,64;;;;;;;;;;;;14,76;11,76;4,78;;;
mer. 12 juillet 2017 - 09:12;Plage de Partinello;33,94;02h 16m 05s;8165;14,96;52,94;47,37;42,35;35,09;25,88;18,15;;;24,80;17,71;15,68;;;;13,88;12,12;11,25;4,67;2,64;0,75
dim. 09 juillet 2017 - 09:30;Col de Palmarella;34,46;01h 54m 36s;6876;18,04;56,25;43,90;40,91;36,66;27,21;21,13;;;28,19;21,00;;;;;12,16;9,60;7,48;4,79;1,82;1,37
ven. 07 juillet 2017 - 08:07;Sortie à vélo matinale;18,28;01h 48m 21s;6501;10,12;50,00;40,91;37,89;32,03;10,84;;;;15,15;11,18;;;;;19,36;16,38;13,00;4,81;1,85;
mar. 04 juillet 2017 - 08:12;Camping - Villanova;29,52;02h 09m 06s;7746;13,72;45,00;41,86;38,30;24,39;18,20;14,99;;;17,88;16,16;13,82;;;;12,96;10,92;8,10;3,89;1,35;0,35
dim. 02 juillet 2017 - 09:09;Sortie à vélo matinale;18,10;01h 31m 33s;5493;11,86;56,25;54,55;46,15;38,54;15,89;;;;18,89;12,69;;;;;13,56;10,96;8,22;6,26;3,84;
sam. 01 juillet 2017 - 08:27;Sortie à vélo matinale;11,04;44m 44s;2684;14,81;37,50;33,96;29,75;18,33;15,52;;;;15,43;;;;;;9,48;5,98;3,55;1,08;0,29;
ven. 23 juin 2017 - 18:02;Sortie à vélo le soir;11,96;31m 09s;1869;23,03;37,50;36,00;34,29;26,39;24,42;;;;23,55;;;;;;5,92;4,46;3,17;0,84;0,38;
ven. 23 juin 2017 - 08:10;Sortie à vélo matinale;11,93;33m 46s;2026;21,19;36,00;32,73;29,03;23,75;22,07;;;;21,75;;;;;;4,44;3,02;1,84;0,17;;
ven. 16 juin 2017 - 18:01;Sortie à vélo le soir;12,07;33m 17s;1997;21,76;39,13;32,14;28,35;22,96;22,37;;;;22,34;;;;;;5,88;4,44;3,16;0,85;0,38;
ven. 16 juin 2017 - 07:41;Sortie à vélo matinale;11,96;29m 55s;1795;23,98;40,91;36,73;31,86;26,47;25,16;;;;;;;;;;4,40;3,02;1,82;0,20;;
mar. 13 juin 2017 - 18:17;Sortie à vélo le soir;11,81;34m 01s;2041;20,83;34,62;29,03;28,35;22,64;21,78;;;;21,74;;;;;;5,88;4,42;2,99;0,84;0,36;
mar. 13 juin 2017 - 07:36;Pour aller au boulot;11,93;30m 07s;1807;23,77;45,00;40,00;36,73;26,43;25,14;;;;23,78;;;;;;4,40;3,02;1,83;0,17;;
dim. 11 juin 2017 - 09:43;VTT PACT;30,54;03h 13m 08s;11588;9,49;50,00;45,00;34,29;19,96;15,84;10,13;;;16,38;13,32;10,09;9,75;;;7,56;6,56;4,64;1,46;0,65;0,25
ven. 09 juin 2017 - 17:48;Sortie à vélo l'après-midi;11,86;27m 55s;1675;25,50;39,13;37,50;34,62;27,73;26,28;;;;;;;;;;5,92;4,44;3,16;0,85;0,38;
ven. 09 juin 2017 - 07:51;Sortie à vélo matinale;11,89;32m 43s;1963;21,80;39,13;34,62;29,51;23,62;22,35;;;;22,34;;;;;;4,40;3,02;1,81;0,16;;
ven. 02 juin 2017 - 18:14;Sortie à vélo le soir;11,87;33m 23s;2003;21,33;37,50;32,14;31,03;23,84;22,63;;;;22,49;;;;;;5,84;4,40;2,97;0,84;0,38;
ven. 02 juin 2017 - 07:59;Sortie à vélo matinale;11,89;30m 12s;1812;23,61;42,86;41,86;40,00;26,95;24,73;;;;23,61;;;;;;4,48;3,02;1,82;0,18;;
mer. 31 mai 2017 - 18:13;Sortie à vélo le soir;11,85;33m 35s;2015;21,16;31,03;30,00;28,35;23,97;22,24;;;;22,08;;;;;;5,80;4,38;2,93;0,84;0,38;
mer. 31 mai 2017 - 07:55;Sortie à vélo matinale;11,95;33m 03s;1983;21,69;42,86;37,50;35,29;25,64;23,61;;;;22,59;;;;;;4,44;3,02;1,81;0,17;;
mer. 24 mai 2017 - 17:43;Sortie à vélo l'après-midi;12,02;33m 30s;2010;21,52;36,00;32,73;30,77;22,84;22,37;;;;22,09;;;;;;5,88;4,42;2,98;0,84;0,37;
mer. 24 mai 2017 - 07:49;Sortie à vélo matinale;11,93;29m 08s;1748;24,56;45,00;40,00;34,62;27,11;25,66;;;;;;;;;;4,40;3,04;1,84;0,17;;
lun. 22 mai 2017 - 18:31;Sortie à vélo le soir;12,21;30m 50s;1850;23,76;42,86;40,00;36,73;27,65;24,84;;;;24,13;;;;;;5,88;4,42;3,16;0,85;0,38;
lun. 22 mai 2017 - 07:51;Sortie à vélo matinale;11,92;30m 52s;1852;23,17;37,50;33,96;29,51;26,05;24,41;;;;23,67;;;;;;4,40;3,02;1,84;0,17;;
dim. 21 mai 2017 - 10:23;Sortie à vélo matinale;17,63;01h 30m 45s;5445;11,66;28,13;26,87;24,83;14,88;13,58;;;;15,27;12,03;;;;;6,24;4,42;2,73;0,61;0,42;
lun. 15 mai 2017 - 18:05;Sortie à vélo le soir;12,19;31m 12s;1872;23,44;42,86;40,91;34,62;26,24;24,59;;;;23,91;;;;;;5,92;4,46;3,16;0,84;0,38;
lun. 15 mai 2017 - 07:53;Sortie à vélo matinale;11,87;32m 08s;1928;22,17;37,50;33,96;30,00;24,36;22,67;;;;22,66;;;;;;4,40;3,02;1,83;0,18;;
dim. 14 mai 2017 - 10:13;Sortie à vélo matinale;23,40;01h 58m 40s;7120;11,83;31,03;27,27;24,16;14,88;13,45;11,70;;;13,59;12,61;;;;;5,08;4,18;2,37;0,81;0,37;0,09
mar. 09 mai 2017 - 17:54;Sortie à vélo l'après-midi;12,12;36m 49s;2209;19,76;39,13;33,33;28,35;20,74;20,63;;;;20,55;;;;;;5,96;4,46;3,13;0,86;0,36;
mar. 09 mai 2017 - 07:48;Sortie à vélo matinale;12,26;34m 06s;2046;21,57;37,50;35,29;30,51;26,39;23,24;;;;22,67;;;;;;4,44;3,02;1,82;0,03;;
dim. 07 mai 2017 - 15:14;Sortie à vélo l'après-midi;11,47;01h 14m 20s;4460;9,26;33,33;31,03;25,35;10,19;9,81;;;;10,11;9,83;;;;;6,52;4,20;2,50;0,46;0,04;
dim. 09 avril 2017 - 08:46;Rennes - Illifaut;62,58;02h 34m 22s;9262;24,32;47,37;41,86;37,50;31,75;28,62;26,07;25,33;;27,29;26,12;25,33;;;;6,00;4,16;2,76;0,90;0,48;0,33
dim. 02 avril 2017 - 10:14;Sortie à vélo matinale;25,01;01h 48m 52s;6532;13,78;34,62;31,58;27,91;18,48;16,33;14,23;;;16,69;14,98;;;;;7,20;4,54;2,94;1,04;0,88;0,24
dim. 26 mars 2017 - 10:41;Sortie à vélo matinale;31,54;02h 00m 19s;7219;15,73;37,50;35,29;31,58;23,23;20,44;15,27;;;20,34;16,02;15,74;;;;13,64;9,26;4,41;1,04;0,40;0,18
dim. 19 mars 2017 - 09:20;Sortie à vélo matinale;34,34;02h 16m 59s;8219;15,04;34,62;29,03;25,00;20,00;16,85;16,00;;;17,51;16,31;15,71;;;;6,84;4,10;3,01;0,84;0,37;0,14
dim. 26 février 2017 - 09:50;Sortie à vélo matinale;27,39;02h 27m 55s;8875;11,11;30,00;25,71;23,38;14,67;13,55;11,88;;;13,86;12,86;10,99;;;;5,88;4,20;2,71;0,78;0,44;0,19
dim. 08 janvier 2017 - 11:03;Sortie à vélo le midi;17,74;01h 28m 33s;5313;12,02;32,14;30,00;26,67;14,67;12,01;;;;13,98;11,88;;;;;5,96;4,46;2,68;0,68;0,25;
dim. 27 novembre 2016 - 10:21;Sortie à vélo matinale;25,83;01h 38m 05s;5885;15,80;42,86;36,00;29,75;23,38;19,81;15,97;;;19,87;16,73;;;;;5,52;3,92;2,57;0,78;0,33;0,12
dim. 06 novembre 2016 - 09:50;Sortie à vélo matinale;21,61;01h 28m 23s;5303;14,67;31,03;28,13;24,49;18,52;15,23;14,63;;;16,23;14,19;;;;;8,32;4,68;2,88;0,70;0,42;0,08
dim. 02 octobre 2016 - 09:38;Sortie à vélo matinale;33,83;02h 27m 58s;8878;13,72;37,50;32,73;29,51;18,61;15,47;13,90;;;16,55;14,23;13,57;;;;7,16;6,52;3,18;0,62;0,39;0,14
dim. 11 septembre 2016 - 09:36;Sortie à vélo matinale;18,38;01h 45m 54s;6354;10,41;34,62;28,13;22,09;14,66;10,29;;;;11,30;10,24;;;;;6,12;4,52;3,53;0,58;0,30;
dim. 28 août 2016 - 08:49;Rennes - Illifaut;62,60;03h 01m 07s;10867;20,74;45,00;40,00;33,64;29,27;25,73;24,13;21,73;;25,16;24,10;22,30;20,77;;;6,08;4,14;2,75;0,90;0,48;0,33
jeu. 25 août 2016 - 17:14;Sortie à vélo l'après-midi;9,83;27m 36s;1656;21,38;34,62;33,96;31,86;24,73;;;;;;;;;;;6,80;4,90;2,97;0,86;;
jeu. 25 août 2016 - 08:05;Sortie à vélo matinale;10,00;27m 47s;1667;21,59;42,86;38,30;33,64;24,62;;;;;;;;;;;4,80;2,50;1,40;;;
mer. 24 août 2016 - 10:45;Les onze écluses d’Hédé-Bazouges;67,48;04h 44m 01s;17041;14,26;34,62;31,58;29,75;25,50;24,93;22,45;14,82;;24,52;22,40;18,89;14,95;14,37;;3,80;2,92;2,15;0,90;0,42;0,21
lun. 22 août 2016 - 17:40;Sortie à vélo l'après-midi;9,90;26m 30s;1590;22,42;42,86;38,30;36,00;25,68;;;;;;;;;;;6,64;4,88;2,97;0,87;;
lun. 22 août 2016 - 08:02;Sortie à vélo matinale;10,26;30m 47s;1847;20,00;34,62;30,00;28,80;23,72;20,97;;;;20,45;;;;;;4,80;2,56;1,40;;;
dim. 21 août 2016 - 10:03;Sortie à vélo matinale;28,76;01h 59m 17s;7157;14,47;37,50;33,33;28,35;23,94;20,19;13,55;;;20,15;15,27;;;;;10,00;6,32;4,00;1,48;0,63;0,08
mer. 17 août 2016 - 17:22;Sortie à vélo l'après-midi;9,79;23m 14s;1394;25,29;37,50;35,29;33,64;28,39;;;;;;;;;;;5,96;4,68;2,96;0,87;;
mer. 17 août 2016 - 08:24;Sortie à vélo matinale;10,10;26m 07s;1567;23,21;39,13;32,73;30,00;24,97;23,47;;;;;;;;;;4,80;2,40;1,39;;;
dim. 14 août 2016 - 14:44;Sortie à vélo l'après-midi;18,15;04h 06m 06s;14766;4,42;32,14;28,57;25,53;21,95;20,56;;;;20,53;1,23;1,23;1,23;4,32;;7,44;3,90;1,66;0,47;0,24;
dim. 14 août 2016 - 11:05;Sortie à vélo le midi;14,67;01h 21m 49s;4909;10,76;31,03;27,27;24,83;15,82;12,10;;;;14,36;11,83;;;;;3,96;2,38;1,60;0,34;0,09;
lun. 01 août 2016 - 17:42;Sortie à vélo l'après-midi;9,69;29m 11s;1751;19,92;42,86;40,00;34,62;23,41;;;;;;;;;;;6,12;4,76;2,97;0,86;;
lun. 01 août 2016 - 08:12;Sortie à vélo matinale;10,02;31m 30s;1890;19,08;32,14;26,87;24,32;21,48;19,32;;;;19,52;;;;;;4,80;2,42;1,40;;;
mar. 26 juillet 2016 - 17:57;Sortie à vélo l'après-midi;9,86;25m 13s;1513;23,46;42,86;35,29;31,86;25,35;;;;;;;;;;;6,72;4,82;2,98;0,87;;
mar. 26 juillet 2016 - 08:06;Sortie à vélo matinale;10,05;24m 19s;1459;24,79;39,13;34,62;31,58;27,15;25,41;;;;;;;;;;4,80;2,56;1,42;;;
jeu. 21 juillet 2016 - 10:17;Sortie à vélo matinale;24,61;01h 20m 39s;4839;18,31;37,50;36,73;34,29;24,93;23,45;19,55;;;22,95;19,72;;;;;7,92;4,52;2,19;0,45;0,22;0,06
mar. 19 juillet 2016 - 10:40;Sortie à vélo matinale;20,81;01h 24m 08s;5048;14,84;39,13;35,29;30,00;22,25;20,28;14,92;;;20,26;14,14;;;;;6,08;4,00;2,46;0,59;0,24;0,05
lun. 18 juillet 2016 - 10:31;Sortie à vélo matinale;19,23;01h 05m 19s;3919;17,67;39,13;32,73;28,13;21,98;19,41;;;;19,41;18,02;;;;;7,44;3,96;1,79;0,35;0,08;
jeu. 14 juillet 2016 - 09:32;Saint-Etienne-de-Tinée - Vacherie de Demandols (1616 m);14,71;01h 22m 46s;4966;10,67;50,00;42,86;33,96;25,32;13,06;;;;16,18;12,09;;;;;20,92;15,58;12,70;7,48;3,25;
lun. 11 juillet 2016 - 08:58;Auron (1600 m) - Isola 2000 (2000 m) - Auron (1600 m);69,49;06h 12m 28s;22348;11,19;69,23;66,67;64,29;49,86;45,34;30,01;11,85;;35,96;26,19;16,20;11,59;10,44;12,35;25,84;19,36;14,53;9,26;7,90;5,41
sam. 09 juillet 2016 - 07:09;Cime de la Bonette (2 860 m);52,58;04h 26m 38s;15998;11,83;60,00;56,25;52,17;45,80;43,58;42,48;11,89;;42,29;26,63;16,63;13,39;11,97;;15,64;14,80;10,04;7,56;7,14;6,82
ven. 08 juillet 2016 - 07:08;Col de la Bonette (la moitiée);24,64;01h 53m 03s;6783;13,08;56,25;51,43;48,00;39,91;39,17;14,36;;;26,71;16,86;;;;;13,36;9,18;7,51;6,32;5,90;0,90
mer. 06 juillet 2016 - 08:15;Col de la Moutière (2454 m);37,70;03h 26m 16s;12376;10,97;60,00;52,94;50,00;41,19;38,26;20,53;;;34,93;20,17;12,59;10,97;;;15,48;13,62;12,55;9,13;8,60;5,98
lun. 04 juillet 2016 - 07:50;Auron;21,19;01h 25m 15s;5115;14,92;56,25;56,25;54,55;43,17;37,04;14,98;;;25,40;16,55;;;;;20,84;14,88;12,68;7,40;5,19;0,13
sam. 02 juillet 2016 - 08:57;Col d'Anelle (1739 m);21,91;02h 44m 41s;9881;7,98;50,00;48,65;35,64;14,01;11,52;7,89;;;13,23;12,23;8,76;;;;34,84;23,22;15,26;10,16;5,83;0,47
dim. 26 juin 2016 - 09:38;Sortie à vélo matinale;23,98;02h 52m 28s;10348;8,34;37,50;35,29;28,35;11,17;10,78;8,04;;;11,00;10,58;8,56;;;;9,80;6,06;2,85;0,60;0,50;0,07
sam. 18 juin 2016 - 09:19;Sortie à vélo matinale;32,87;03h 10m 20s;11420;10,36;47,37;45,00;42,86;15,94;12,21;11,26;;;13,31;11,75;10,85;10,57;;;7,28;6,68;4,73;1,49;0,76;0,29
jeu. 09 juin 2016 - 18:14;Sortie à vélo le soir;9,81;25m 49s;1549;22,81;37,50;35,29;33,96;25,17;;;;;;;;;;;6,20;4,86;2,97;0,86;;
jeu. 09 juin 2016 - 07:56;Sortie à vélo matinale;10,01;24m 13s;1453;24,79;47,37;39,13;33,64;27,07;24,83;;;;;;;;;;4,96;2,56;1,49;;;
lun. 30 mai 2016 - 17:58;Sortie à vélo l'après-midi;9,79;28m 05s;1685;20,92;36,00;31,58;29,51;21,98;;;;;;;;;;;6,72;4,84;2,98;0,87;;
lun. 30 mai 2016 - 07:38;Sortie à vélo matinale;9,95;25m 27s;1527;23,45;36,00;30,00;28,57;24,83;;;;;;;;;;;4,80;2,42;1,40;;;
dim. 29 mai 2016 - 09:32;Sortie à vélo matinale;38,43;02h 53m 01s;10381;13,33;39,13;34,62;29,03;22,42;20,64;15,36;;;20,53;15,98;13,73;;;;8,12;5,86;3,13;0,94;0,47;0,11
sam. 28 mai 2016 - 16:56;Sortie à vélo l'après-midi;10,92;38m 55s;2335;16,84;47,37;41,86;34,95;25,64;17,05;;;;16,89;;;;;;6,72;3,94;2,01;0,32;0,04;
mer. 25 mai 2016 - 17:48;Sortie à vélo l'après-midi;9,79;29m 30s;1770;19,91;39,13;31,58;29,27;21,98;;;;;;;;;;;6,80;4,90;2,97;0,86;;
mer. 25 mai 2016 - 07:35;Sortie à vélo matinale;9,96;25m 38s;1538;23,31;37,50;36,00;32,43;26,32;;;;;;;;;;;4,80;2,54;1,39;;;
mar. 24 mai 2016 - 18:13;Sortie à vélo le soir;9,86;31m 06s;1866;19,03;36,00;29,51;27,91;20,67;;;;;19,56;;;;;;5,36;4,60;2,97;0,87;;
mar. 24 mai 2016 - 07:34;Sortie à vélo matinale;9,96;26m 23s;1583;22,66;39,13;34,62;31,30;26,20;;;;;;;;;;;4,80;2,54;1,40;;;
lun. 23 mai 2016 - 18:47;Sortie à vélo le soir;10,29;29m 15s;1755;21,12;36,00;31,58;27,48;23,38;21,95;;;;;;;;;;6,80;4,84;2,98;0,86;0,38;
lun. 23 mai 2016 - 07:41;Sortie à vélo matinale;10,50;30m 04s;1804;20,95;30,00;28,13;27,27;22,44;22,02;;;;20,95;;;;;;4,80;2,58;1,39;;;
lun. 16 mai 2016 - 10:29;Sortie à vélo matinale;26,87;01h 51m 21s;6681;14,48;39,13;33,33;27,27;19,59;17,56;15,62;;;18,21;15,80;;;;;7,92;5,00;3,44;0,48;0,30;0,10
dim. 15 mai 2016 - 18:11;Sortie à vélo le soir;14,57;01h 05m 29s;3929;13,35;37,50;31,58;22,64;17,27;12,95;;;;14,87;13,46;;;;;7,44;3,90;1,61;0,42;0,25;
dim. 15 mai 2016 - 11:46;Sortie à vélo le midi;14,22;01h 11m 14s;4274;11,98;30,00;28,13;26,09;14,59;13,80;;;;13,50;12,99;;;;;4,92;2,70;1,40;0,39;0,20;
dim. 17 avril 2016 - 09:44;Sortie à vélo matinale;32,59;02h 32m 54s;9174;12,79;30,00;26,09;26,09;18,60;15,52;13,11;;;15,72;14,08;12,68;;;;9,16;7,94;3,71;1,10;0,48;0,26
jeu. 07 avril 2016 - 15:27;Sortie à vélo l'après-midi;31,20;03h 19m 15s;11955;9,39;34,62;23,68;21,05;12,54;11,87;8,84;;;12,65;11,31;8,63;9,29;;;7,40;3,90;1,66;0,43;0,21;0,12
lun. 04 avril 2016 - 15:32;Olonne-sur-mer;23,32;02h 43m 34s;9814;8,55;33,33;29,03;27,48;16,59;15,20;8,23;;;15,50;11,87;7,46;;;;5,96;4,54;2,22;0,51;0,27;0,12
lun. 04 avril 2016 - 11:33;Olonne-sur-mer;20,85;01h 50m 10s;6610;11,35;36,00;27,69;25,17;16,16;14,78;11,60;;;15,16;13,76;;;;;6,16;4,18;2,15;0,37;0,16;
dim. 06 mars 2016 - 10:06;Sortie à vélo matinale;30,14;02h 21m 53s;8513;12,75;37,50;35,29;33,33;22,06;17,94;13,40;;;18,24;15,48;12,38;;;;7,12;4,24;2,81;0,65;0,24;0,14
dim. 28 février 2016 - 09:51;Sortie à vélo matinale;22,66;02h 13m 23s;8003;10,19;36,00;34,62;31,03;17,58;13,91;10,01;;;15,40;13,19;10,01;;;;6,16;4,84;3,04;1,00;0,40;0,02
dim. 21 février 2016 - 10:49;Sortie à vélo matinale;26,71;01h 55m 58s;6958;13,82;33,33;29,51;27,27;20,07;15,60;13,34;;;17,15;15,23;;;;;4,80;3,38;2,74;0,78;0,29;0,17
dim. 17 janvier 2016 - 09:45;Sortie à vélo matinale;17,63;02h 22m 20s;8540;7,43;25,71;23,08;20,11;12,16;7,38;;;;10,13;8,37;6,94;;;;5,36;3,88;2,83;0,74;0,30;
dim. 20 décembre 2015 - 10:05;Sortie à vélo matinale;28,34;02h 17m 46s;8266;12,34;30,00;25,71;21,05;16,42;14,25;12,04;;;15,68;13,58;12,56;;;;6,04;4,12;2,79;0,68;0,31;0,15
dim. 15 novembre 2015 - 09:43;Sortie à vélo matinale;32,27;02h 57m 56s;10676;10,88;32,14;28,13;24,32;16,68;15,60;9,43;;;15,64;13,74;9,35;;;;6,92;6,44;3,18;1,02;0,39;0,16
sam. 07 novembre 2015 - 14:02;Sortie à vélo l'après-midi;20,43;02h 13m 48s;8028;9,16;32,14;23,38;18,75;14,57;10,32;9,27;;;13,36;10,28;9,45;;;;7,44;4,88;2,86;1,13;0,50;0,04
sam. 17 octobre 2015 - 13:41;Vignoc - Becherel;47,03;03h 53m 38s;14018;12,08;42,86;40,00;35,64;24,76;17,61;13,27;;;18,74;15,20;11,95;11,43;;;11,88;8,10;4,49;1,26;0,64;0,37
sam. 03 octobre 2015 - 09:59;Sortie à vélo matinale;28,56;02h 13m 14s;7994;12,86;45,00;36,73;25,71;21,15;16,87;13,08;;;17,44;14,92;12,68;;;;8,48;4,74;2,87;1,01;0,48;0,10
dim. 20 septembre 2015 - 09:35;Sortie à vélo matinale;39,24;02h 43m 13s;9793;14,43;39,13;35,29;29,75;21,66;17,45;16,21;;;17,59;16,60;15,00;;;;7,16;4,88;3,62;0,88;0,43;0,23
dim. 06 septembre 2015 - 10:07;Sortie à vélo matinale;27,78;02h 26m 24s;8784;11,38;37,50;31,58;26,09;17,22;12,95;10,97;;;15,27;12,02;10,80;;;;10,04;5,70;3,93;1,01;0,43;0,18
dim. 30 août 2015 - 10:06;Sortie à vélo matinale;23,56;01h 20m 26s;4826;17,58;34,62;33,33;27,48;21,20;18,58;17,53;;;18,63;17,75;;;;;5,92;3,56;2,46;0,89;0,36;0,12
dim. 23 août 2015 - 09:58;Sortie à vélo matinale;23,57;02h 19m 58s;8398;10,10;34,62;33,33;28,80;15,86;12,52;9,56;;;13,02;12,69;9,53;;;;7,08;5,56;3,12;0,99;0,46;0,15
dim. 16 août 2015 - 09:52;Sortie à vélo matinale;29,93;02h 38m 52s;9532;11,30;33,33;30,51;30,25;20,67;15,67;10,47;;;17,61;12,82;10,62;;;;9,60;5,90;3,54;0,94;0,57;0,27
dim. 09 août 2015 - 10:07;Sortie à vélo matinale;32,76;02h 36m 02s;9362;12,60;56,25;51,43;45,57;21,03;16,26;13,44;;;16,80;14,95;13,17;;;;7,60;6,72;4,73;1,47;0,60;0,31
ven. 24 juillet 2015 - 08:33;Sortie à vélo matinale;30,68;01h 49m 59s;6599;16,74;50,00;45,00;41,86;29,22;21,95;16,50;;;21,68;17,00;;;;;9,68;7,74;7,23;4,24;2,65;0,47
mar. 21 juillet 2015 - 08:04;Sortie à vélo matinale;26,05;01h 37m 55s;5875;15,96;60,00;52,94;39,13;23,35;21,45;16,70;;;21,02;16,48;;;;;8,64;7,30;4,18;1,66;1,11;0,06
lun. 20 juillet 2015 - 08:46;Sortie à vélo matinale;23,59;01h 26m 39s;5199;16,34;56,25;47,37;36,36;23,05;20,63;16,99;;;20,84;17,46;;;;;9,28;7,36;6,97;2,70;1,89;0,60
dim. 19 juillet 2015 - 08:15;Sortie à vélo matinale;30,76;01h 55m 08s;6908;16,03;56,25;46,15;35,64;25,94;23,12;18,84;;;22,06;19,20;;;;;13,88;12,84;10,19;3,74;1,95;0,58
sam. 18 juillet 2015 - 08:19;Sortie à vélo matinale;12,83;01h 02m 39s;3759;12,29;42,86;40,00;38,71;17,87;13,66;;;;13,60;12,76;;;;;11,52;9,42;8,82;3,51;0,81;
mer. 15 juillet 2015 - 08:06;Puerto de las Palomas (1189 m) - Puerto del Boyar (1103 m);38,12;03h 27m 53s;12473;11,00;52,94;43,90;42,86;32,26;17,80;13,62;;;18,76;13,71;12,58;11,43;;;21,12;14,62;13,22;7,92;6,44;1,66
mar. 14 juillet 2015 - 08:36;Sortie à vélo matinale;12,89;01h 32m 59s;5579;8,32;52,94;50,00;46,75;11,87;9,94;;;;10,82;9,93;;;;;16,96;13,68;9,50;3,60;1,71;
lun. 13 juillet 2015 - 07:48;Zahara - Puerto de las Palomas (1189 m);35,70;02h 30m 30s;9030;14,23;50,00;47,37;42,86;37,50;30,95;20,94;;;27,58;20,43;14,00;;;;11,76;10,62;9,12;7,37;6,57;4,06
dim. 12 juillet 2015 - 08:35;Mirador de las Palomas - El puerto del Boyard;13,06;01h 00m 13s;3613;13,02;56,25;52,94;46,75;19,82;15,27;;;;17,23;13,03;;;;;14,60;8,88;7,49;4,86;1,93;
jeu. 09 juillet 2015 - 08:32;Orgiva - Capileira (1436 m);45,16;03h 10m 39s;11439;14,21;52,94;50,00;48,00;40,63;35,19;34,25;;;33,96;24,23;16,82;14,51;;;19,96;12,12;9,96;6,90;5,28;4,87
mar. 07 juillet 2015 - 09:28;Orgiva - Soportujar;21,23;01h 54m 08s;6848;11,16;47,37;42,86;39,56;21,63;14,07;11,29;;;13,85;12,23;;;;;19,12;12,06;9,98;5,67;5,28;0,38
dim. 05 juillet 2015 - 09:20;Sortie à vélo matinale;16,13;02h 06m 03s;7563;7,68;56,25;51,43;46,15;13,49;7,74;;;;11,75;9,86;7,97;;;;13,52;12,48;10,25;7,35;6,58;
ven. 03 juillet 2015 - 08:39;Sortie à vélo matinale;10,65;59m 45s;3585;10,70;60,00;56,25;56,25;45,45;10,67;;;;15,79;;;;;;13,20;9,16;8,66;7,04;0,12;
dim. 28 juin 2015 - 09:52;Sortie à vélo matinale;38,14;02h 35m 45s;9345;14,69;42,86;36,00;32,73;23,29;21,52;16,76;;;20,76;17,38;15,02;;;;7,12;4,86;3,63;0,88;0,39;0,19
dim. 21 juin 2015 - 10:10;Sortie à vélo matinale;33,03;02h 21m 41s;8501;13,99;42,86;40,91;30,51;21,30;18,55;16,89;;;18,24;16,65;14,36;;;;7,68;4,48;2,58;0,44;0,24;0,05
dim. 14 juin 2015 - 09:44;Sortie à vélo matinale;35,04;02h 30m 39s;9039;13,95;39,13;36,00;35,29;34,88;22,24;15,78;;;22,25;16,66;13,81;;;;7,16;4,92;3,60;1,08;0,36;0,13
dim. 07 juin 2015 - 09:56;Sortie à vélo matinale;36,55;02h 18m 38s;8318;15,82;50,00;40,91;31,58;21,71;18,80;16,67;;;18,80;16,64;15,92;;;;9,08;8,04;4,01;1,27;0,65;0,38
dim. 31 mai 2015 - 10:29;Sortie à vélo matinale;33,78;01h 58m 44s;7124;17,07;52,94;43,90;30,00;22,50;21,63;18,59;;;21,77;19,14;;;;;7,60;6,04;4,26;1,08;0,51;0,14
dim. 24 mai 2015 - 10:50;Sortie à vélo matinale;17,33;01h 17m 28s;4648;13,42;37,50;32,73;30,77;19,59;13,40;;;;14,82;12,74;;;;;8,00;5,52;3,70;0,63;0,26;
dim. 10 mai 2015 - 09:51;Rennes - Illifaut;63,71;02h 45m 50s;9950;23,05;45,00;40,91;36,36;31,52;28,24;25,69;24,38;;26,93;25,44;24,44;;;;6,00;4,12;2,76;0,90;0,48;0,33
dim. 19 avril 2015 - 10:25;Sortie à vélo matinale;25,27;01h 53m 49s;6829;13,32;45,00;40,00;30,77;21,18;18,27;12,95;;;18,34;14,39;;;;;5,96;3,38;2,88;0,50;0,23;
dim. 19 avril 2015 - 10:24;Sortie à vélo matinale;25,25;01h 54m 06s;6846;13,28;45,00;40,00;31,03;21,33;18,39;12,93;;;18,44;14,02;;;;;5,80;3,54;2,88;0,50;0,23;
dim. 29 mars 2015 - 10:14;Sortie à vélo matinale;32,40;02h 43m 07s;9787;11,92;36,00;28,13;25,35;16,09;14,64;12,19;;;15,49;13,55;12,47;;;;7,08;4,32;2,67;0,82;0,44;0,19
